#OTUId	01.AV555	02.AV604	03.AV612	04.AV650	05.AV717	06.AV718	07.AV770	08.AV782.2	09.AV791	10.AV794	11.AV833	12.AV967	13.AV968	14.AV971	15.AV972	16.AV974	17.AV996	18.AV551	19.AV572	20.AV580	21.AV586	22.AV589	23.AV590	24.AV591	25.AV598	26.AV608	27.AV609	28.AV610	29.AV611	30.AV802	31.AV521	32.AV527	33.AV541	34.AV542	35.AV543	36.AV567	37.AV568	38.AV570	39.AV571	40.AV579	41.AV803	42.AV814	43.AV583	44.AV584	45.AV587	46.AV588	47.AV596	48.AV597	49.AV816	50.AV817	51.AV863	52.AV864	53.AV865	54.AV866	taxonomy
ASV_9553	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	36	0	0	14	25	17	52	1	13	0	1	0	21	2	0	0	0	0	21	5	0	0	0	0	100	0	50	21	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_760	14	51	74	58	49	64	44	12	81	36	74	50	77	137	67	128	71	4	27	19	31	34	26	7	21	38	45	28	9	34	28	31	14	35	19	29	19	7	47	11	17	28	12	32	39	41	15	45	5	17	12	39	21	25	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_3225	0	28	3	6	9	2	8	8	4	10	3	49	57	41	53	41	98	17	2	8	14	4	12	13	12	16	9	5	3	2	35	6	23	7	2	10	8	31	6	32	2	7	0	37	45	21	15	10	19	44	27	41	20	27	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_2618	64	26	104	33	35	91	52	47	38	35	48	19	59	20	53	65	62	114	24	29	17	44	15	6	27	20	19	28	14	0	26	19	32	49	35	25	16	34	49	15	0	47	1	32	58	13	30	25	11	15	14	25	48	24	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;;;
ASV_430	24	46	32	8	4	2	89	5	24	81	13	15	58	27	25	39	0	242	22	118	28	72	64	59	64	4	22	26	49	5	48	61	88	47	45	72	82	61	51	124	88	111	167	44	31	27	59	27	92	46	57	20	5	20	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_4901	35	91	158	86	83	120	24	17	6	3	138	1	0	10	50	1	2	49	13	4	8	14	10	1	2	3	5	12	11	15	6	4	32	9	20	5	4	7	40	1	17	18	0	1	3	4	15	14	4	3	2	11	6	8	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_3149	9	4	1	5	2	0	8	8	17	2	13	1	5	39	8	14	5	2	15	8	23	21	2	14	4	59	38	21	16	5	19	5	26	16	4	6	3	2	25	16	16	25	25	19	24	12	13	18	103	8	40	36	19	55	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
ASV_2728	130	98	75	58	32	52	47	42	42	39	131	1	21	79	88	13	7	43	52	12	5	61	122	8	7	1	12	16	10	3	52	35	64	58	82	41	74	61	68	18	15	114	5	4	39	55	44	41	0	137	4	0	4	0	Bacteria;Firmicutes;Clostridia;Clostridiales;;;
ASV_1233	0	24	68	8	0	1	6	3	0	7	15	122	93	116	146	288	6	4	38	25	6	32	7	126	143	9	4	10	7	46	112	214	1	20	7	22	0	4	8	40	25	9	310	153	32	27	4	1	36	3	21	7	3	256	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_5988	7	38	10	57	60	1	36	6	14	17	17	61	53	10	27	27	5	28	20	63	15	44	35	33	45	19	45	46	24	21	48	56	38	47	35	31	41	21	14	14	62	32	64	53	65	109	138	68	50	3	84	25	38	74	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
ASV_1703	9	53	86	18	35	33	10	4	30	11	71	21	8	20	48	29	21	30	36	12	26	39	38	11	41	29	34	105	28	52	52	30	23	51	25	39	21	12	53	15	38	40	118	39	82	56	42	37	11	22	3	10	38	11	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_5448	14	54	65	13	27	62	24	13	70	89	64	1	9	48	50	74	202	18	10	3	16	12	8	2	0	9	10	24	8	10	13	5	6	10	2	14	3	3	10	2	25	4	0	18	18	30	14	29	8	3	3	7	14	4	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_2401	0	2	1	3	3	0	2	2	2	0	0	0	1	2	28	6	84	4	13	95	10	15	21	48	7	9	16	10	3	9	23	11	8	39	15	3	2	3	12	108	15	13	113	36	6	7	26	6	8	12	7	8	4	48	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_1505	43	336	127	51	6	1	62	5	0	0	2	0	8	0	0	0	1	6	84	29	19	58	2	485	4	1	27	142	218	38	5	5	0	5	22	16	58	176	68	57	26	7	136	7	31	0	0	0	0	0	3	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_1225	31	10	25	16	9	24	13	15	13	22	12	48	65	26	31	32	5	53	22	30	21	33	10	33	23	17	51	26	28	10	14	33	34	46	27	23	33	12	24	16	28	36	2	66	92	42	37	44	40	1	21	47	31	34	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;Deferribacteraceae;Mucispirillum;
ASV_2276	19	9	0	6	16	0	117	20	18	37	45	99	7	48	11	208	141	3	62	199	42	24	5	60	68	38	75	168	39	33	23	11	7	24	12	0	0	0	3	2	4	5	62	40	45	73	73	27	78	20	35	83	65	114	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_453	5	0	1	0	0	0	24	14	107	8	5	127	217	215	55	95	45	1	10	6	18	31	4	39	171	265	127	5	35	10	63	6	1	40	27	3	1	2	30	30	37	30	199	57	53	0	10	3	68	332	106	110	7	98	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_944	2	0	0	2	0	0	16	11	65	6	3	68	133	128	44	66	35	2	8	3	13	23	2	22	105	170	61	1	13	3	31	4	0	44	22	4	1	0	26	14	22	7	131	40	34	0	3	4	51	214	86	81	10	45	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_2192	49	31	0	2	2	0	6	0	0	0	1	1	0	0	0	0	1	93	29	25	9	6	4	68	2	51	69	60	29	1	24	0	0	0	2	17	62	47	50	27	18	8	35	61	32	43	0	0	0	0	50	46	61	26	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_2759	3	27	6	2	15	5	22	3	6	6	1	40	66	36	48	37	103	11	3	3	7	10	8	25	9	33	8	10	7	3	28	4	23	4	2	4	7	27	4	33	2	4	0	30	48	23	16	14	33	32	37	49	30	29	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_630	63	17	2	50	24	29	74	28	79	96	43	124	60	66	115	73	144	63	38	38	17	50	33	41	51	24	31	51	30	15	31	10	17	16	27	40	51	20	31	41	30	92	39	51	54	24	30	24	64	61	50	60	45	82	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;
ASV_5380	5	4	0	5	2	0	6	2	1	13	3	8	6	2	24	26	9	8	0	35	27	30	30	20	28	141	153	52	35	15	31	21	34	10	7	15	13	22	9	10	53	4	17	43	33	22	11	14	10	1	27	5	7	5	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Flavonifractor;
ASV_307	73	40	16	76	48	28	88	51	80	137	58	127	104	78	159	127	247	91	43	66	26	71	44	70	45	46	44	72	35	16	51	17	24	27	21	57	63	37	35	48	42	126	30	54	81	28	22	33	105	87	92	101	46	108	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;
ASV_3965	0	0	0	0	0	0	0	0	0	1	1	7	1	0	0	4	22	0	0	0	15	2	0	2	0	18	18	1	11	0	0	110	0	4	1	0	0	0	39	9	0	0	17	555	47	1	6	175	0	1	0	0	3	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_5055	4	3	0	5	0	5	7	3	2	3	2	8	12	1	6	9	8	0	3	16	9	3	18	10	78	9	0	5	2	7	1	5	1	18	11	2	1	0	9	62	3	22	2	24	2	5	35	4	43	67	14	29	18	7	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_2524	41	30	92	52	36	43	12	10	20	12	19	0	9	16	20	3	8	25	29	12	7	4	2	1	7	20	12	11	6	18	15	15	10	27	16	6	3	7	37	9	14	33	6	7	15	19	10	14	3	10	2	8	15	6	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_2802	0	19	0	1	1	2	0	2	56	6	0	0	26	13	7	0	147	28	25	86	36	78	59	60	64	16	3	1	2	1	12	83	47	58	25	68	46	39	0	64	3	7	1	50	21	23	24	10	2	0	41	26	46	28	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_11791	12	13	166	14	17	103	1	0	11	7	17	0	1	0	2	2	0	57	31	11	18	11	17	1	2	5	12	9	10	15	9	18	4	13	27	32	13	18	70	5	23	14	10	3	11	3	3	2	0	1	0	4	5	0	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Parasutterella;
ASV_10934	0	0	0	2	0	0	26	8	0	0	1	19	0	3	0	0	1	0	1	24	14	15	8	9	13	1	4	2	2	5	3	3	2	23	5	2	14	1	4	5	7	9	18	1	1	1	2	2	24	12	77	6	29	10	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Acetatifactor;
ASV_3813	15	23	1	9	1	1	23	6	25	19	23	10	12	57	111	86	63	9	5	17	10	23	14	25	10	10	10	11	8	13	4	42	11	10	5	8	11	22	9	20	5	27	63	40	23	13	13	35	55	81	46	60	20	40	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_2062	19	149	42	16	1	2	22	4	0	0	0	0	2	0	0	0	0	0	37	3	12	23	1	181	0	0	9	37	77	10	0	0	0	2	6	10	24	46	37	23	10	0	56	1	17	0	1	0	0	1	1	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_319	0	0	0	13	0	0	24	7	156	113	7	142	133	11	0	31	113	8	1	6	13	13	7	22	25	36	16	3	0	6	68	4	10	41	14	60	7	13	23	2	244	245	4	1	9	13	2	2	430	69	231	93	53	136	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_4851	3	12	2	6	9	2	5	0	6	18	7	19	33	81	10	6	13	9	1	22	21	14	13	12	21	8	10	15	14	8	7	8	18	9	10	9	12	7	9	8	16	11	57	29	13	12	10	13	23	7	18	15	22	27	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;
ASV_1748	0	16	18	11	12	18	40	2	27	21	31	14	38	46	45	36	37	4	4	3	6	32	27	20	6	16	5	16	10	5	22	44	31	34	23	44	43	69	39	30	45	24	0	21	30	21	22	25	26	39	18	22	15	29	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;;;
ASV_5746	0	2	0	0	1	0	0	1	34	1	4	0	0	79	30	0	8	0	4	2	8	24	2	34	30	0	1	0	3	4	9	4	13	30	1	20	7	0	2	9	3	8	0	1	4	0	0	2	10	14	5	2	1	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_6696	20	7	10	8	26	3	0	14	47	23	10	63	11	1	13	24	1	73	31	37	22	46	42	47	77	47	46	52	27	19	22	66	85	75	30	25	12	13	27	10	26	46	31	80	42	28	30	40	14	9	59	17	122	144	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
ASV_578	18	139	86	38	103	21	28	11	42	68	162	14	26	17	82	50	51	54	67	25	32	37	46	19	53	94	94	99	38	68	40	83	38	60	37	53	40	16	88	35	51	45	328	80	156	116	65	93	11	39	4	42	90	22	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_3338	4	2	4	5	2	3	8	9	4	5	4	8	24	2	10	18	23	4	10	15	8	2	49	10	100	2	8	3	5	13	12	4	5	19	9	2	4	3	10	71	15	34	5	31	3	7	58	4	77	87	20	34	35	18	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_1606	0	0	0	0	5	0	58	15	83	72	18	234	59	0	1	10	24	4	9	16	18	3	1	51	23	0	4	1	2	2	70	0	6	12	23	2	1	5	0	44	7	109	1	3	2	24	0	1	28	57	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_4011	0	4	0	8	0	7	22	22	3	14	34	8	3	2	17	20	66	0	36	53	13	19	28	7	25	1	31	31	23	7	33	19	75	35	28	20	30	11	45	33	18	67	35	122	3	98	26	12	6	4	15	10	19	4	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_3220	34	13	4	8	17	11	7	6	11	29	27	7	5	1	5	15	8	102	75	86	19	108	24	12	20	16	5	15	34	7	17	14	35	25	7	62	105	102	39	64	2	18	151	114	41	48	141	46	10	15	7	9	0	19	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_2819	58	2	228	1	16	265	0	0	0	0	23	0	0	5	11	7	0	52	0	0	2	2	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
ASV_13774	0	13	3	12	2	9	10	11	32	17	29	7	24	29	37	26	92	53	40	15	28	71	9	19	24	103	106	78	24	28	10	5	9	20	15	27	40	3	61	10	75	41	7	27	15	19	36	16	42	10	33	19	18	35	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_2240	24	15	0	11	8	2	100	37	42	50	182	40	59	27	86	39	88	19	26	10	17	57	22	34	25	27	15	14	28	39	10	70	88	10	7	26	53	18	20	42	81	61	173	78	37	133	18	12	37	34	24	15	16	36	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;
ASV_679	0	6	0	142	0	0	7	116	173	156	85	214	188	209	564	340	231	0	43	12	45	5	23	110	110	26	10	13	165	102	36	4	94	14	4	50	92	157	124	233	60	127	0	6	69	3	46	131	21	55	0	5	34	255	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_1698	15	23	2	36	24	0	45	16	117	186	20	2	27	65	170	286	236	4	16	30	20	47	12	14	13	26	39	22	32	22	12	68	3	18	26	73	22	28	44	93	55	24	27	80	40	127	77	97	29	123	31	47	66	41	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium XlVb;
ASV_981	41	65	54	30	59	18	36	17	40	45	141	10	24	13	65	32	43	46	66	32	24	21	40	11	60	79	92	69	25	52	27	38	36	67	24	52	37	32	64	23	70	38	270	75	118	116	51	68	4	19	7	30	83	22	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_2221	9	6	14	20	12	7	15	6	14	2	35	2	3	8	34	10	1	20	13	13	15	9	8	9	15	6	14	30	4	9	22	8	28	20	13	23	6	7	15	10	40	20	19	79	47	83	54	76	16	8	13	21	42	38	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_6190	52	27	15	25	9	13	15	16	7	14	45	0	4	21	32	5	2	9	19	1	4	11	36	1	3	0	6	5	5	1	17	11	26	22	19	12	10	15	20	6	2	32	0	1	15	14	10	6	1	33	1	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;;;
ASV_4750	0	0	0	0	2	0	16	3	35	34	7	116	19	0	0	3	7	2	2	5	8	6	0	26	15	0	0	0	1	1	43	0	2	7	3	0	0	3	0	17	2	51	0	0	0	11	0	0	15	28	0	1	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_17123	2	0	0	11	3	3	2	7	6	0	2	20	29	5	22	9	3	10	9	152	6	0	22	2	0	1	0	0	2	2	35	23	32	23	3	3	3	12	4	18	8	2	29	12	19	8	8	3	0	9	7	7	6	6	Bacteria;Firmicutes;Clostridia;Clostridiales;;;
ASV_1743	71	42	0	3	1	1	10	0	0	0	0	0	1	0	0	0	1	114	65	31	5	3	2	66	4	77	80	74	40	1	26	0	0	1	7	38	86	86	55	43	31	4	62	60	41	54	0	0	1	0	72	63	69	12	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_6452	0	0	0	0	1	0	20	2	19	37	8	80	14	0	0	3	9	0	1	3	7	0	0	16	13	0	1	0	2	0	34	0	1	3	12	1	0	2	0	12	7	23	0	0	0	6	0	0	15	19	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_3098	0	0	2	11	0	3	2	0	1	3	2	0	1	0	0	0	3	9	141	19	16	1	21	16	0	15	57	35	19	27	43	21	35	17	14	16	2	22	21	16	15	16	2	11	54	61	75	84	5	0	14	9	28	15	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_2132	74	45	165	56	47	145	36	11	50	42	45	25	66	15	70	77	42	148	34	28	15	49	31	10	22	25	19	39	31	22	34	36	26	40	42	22	20	48	73	19	24	58	0	35	82	25	32	35	19	24	22	34	57	34	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;;;
ASV_8631	8	47	142	17	38	110	36	1	46	12	118	10	14	13	62	37	26	114	110	44	43	36	51	6	12	21	33	67	24	19	45	59	15	100	64	30	22	30	133	25	61	78	8	24	41	36	32	30	7	4	4	10	12	4	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Barnesiella;
ASV_237	6	40	2	13	0	5	42	6	6	4	17	111	205	95	227	404	130	34	65	189	8	119	190	88	124	149	275	145	107	61	90	184	123	108	47	132	100	51	193	176	211	71	205	129	181	215	173	89	108	104	108	113	102	209	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus;
ASV_5361	7	80	27	16	2	1	17	1	0	0	1	0	3	0	0	0	0	0	14	7	7	11	3	106	0	0	3	41	44	12	1	1	0	1	1	2	10	31	17	10	5	1	30	1	13	0	0	0	0	0	3	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_1855	9	73	56	18	49	16	16	4	34	31	64	14	9	10	39	23	22	40	34	19	17	13	24	13	31	62	56	59	23	37	19	27	24	39	25	39	24	12	46	17	31	23	187	50	79	72	29	54	4	23	5	21	45	14	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_2374	33	1	1	3	46	36	8	3	0	0	51	0	0	0	0	2	83	3	14	130	4	0	27	234	0	0	0	19	59	1	18	32	0	33	2	2	7	0	4	15	14	7	0	0	0	51	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_5110	6	5	10	1	4	5	19	2	50	48	35	77	61	34	35	120	85	0	22	1	3	40	6	11	22	28	29	1	17	7	25	31	9	12	0	19	40	31	26	21	14	12	0	0	22	13	23	3	31	58	2	7	82	45	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_4383	0	0	0	0	0	0	19	5	30	39	12	125	35	0	0	4	9	1	4	16	15	1	0	19	10	0	3	0	3	3	26	0	3	12	11	0	0	5	0	18	7	50	0	2	0	19	1	0	18	19	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_5541	3	10	10	7	7	0	24	1	27	21	27	41	25	6	6	13	20	4	20	16	7	11	10	13	16	82	49	10	8	18	3	8	7	20	7	9	2	3	9	34	20	12	54	48	25	21	3	35	30	11	21	73	63	45	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Barnesiella;
ASV_3645	39	21	111	19	30	56	6	8	11	23	13	22	81	36	25	24	44	45	8	7	15	19	6	11	5	9	7	12	5	5	13	7	13	23	21	10	9	10	22	5	8	18	55	43	62	27	32	46	9	34	6	26	38	16	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
ASV_4606	21	28	9	21	7	35	16	4	34	25	45	20	38	12	24	21	50	44	8	2	9	2	2	2	5	4	6	4	6	5	22	22	10	40	14	20	10	9	47	20	19	11	100	13	27	10	14	30	4	14	4	23	18	10	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_1810	8	49	4	8	17	2	22	9	15	20	3	68	93	47	94	45	148	35	7	5	9	11	5	40	18	22	11	18	8	19	52	9	30	12	8	7	18	47	2	59	7	19	0	63	63	46	16	13	50	61	48	66	41	41	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_8126	19	49	0	64	2	3	9	7	3	8	16	36	5	1	0	0	0	18	3	0	11	3	0	4	1	4	6	7	0	27	10	3	22	21	1	0	15	6	3	0	42	34	0	2	22	13	13	14	3	0	0	0	5	6	Bacteria;Firmicutes;;;;;
ASV_3596	33	34	80	8	17	42	5	4	8	16	14	15	55	27	17	31	44	25	4	8	5	17	5	5	7	16	2	6	6	6	11	11	4	25	19	9	7	7	33	11	13	17	32	30	45	22	31	38	9	13	8	24	24	11	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
ASV_3745	36	21	12	31	19	35	44	5	77	65	54	31	67	30	30	36	79	31	4	4	18	6	12	11	14	15	12	20	12	14	35	48	25	32	51	32	21	24	74	22	32	22	126	24	34	28	26	41	11	38	8	44	28	37	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_9869	29	13	85	16	26	49	4	2	15	2	54	6	1	15	11	1	6	88	13	5	10	9	11	2	2	6	5	4	3	9	13	8	18	21	22	19	9	5	39	6	14	18	0	0	8	5	6	7	0	0	0	0	0	1	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides;
ASV_2578	0	4	6	1	6	2	9	17	11	7	10	6	1	1	29	1	8	23	15	32	10	3	7	18	19	1	51	16	13	11	7	21	15	17	6	12	37	16	33	46	45	67	1	3	17	20	10	3	19	59	91	25	29	44	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Butyricicoccus;
ASV_1655	28	21	8	126	3	30	6	12	0	10	21	0	0	0	0	0	0	21	48	6	6	22	204	12	0	4	3	34	29	11	96	30	55	62	122	94	213	150	54	7	28	27	2	91	44	225	83	79	0	198	4	0	168	0	Bacteria;Firmicutes;Clostridia;Clostridiales;;;
ASV_1142	39	2	0	2	2	2	7	6	3	5	38	31	2	29	0	89	7	44	1	2	14	4	8	22	3	59	40	46	68	15	6	36	10	26	11	41	74	65	1	118	36	4	101	79	5	5	0	8	37	28	55	51	54	53	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_529	144	3	11	12	205	101	32	27	1	0	268	1	1	0	9	13	531	22	61	760	14	0	144	1084	1	2	1	60	197	3	100	140	0	203	5	25	16	4	9	98	64	43	0	0	0	305	2	0	5	0	0	1	0	5	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_2065	68	38	1	9	0	0	8	0	0	0	0	0	0	0	0	1	3	104	37	21	7	2	3	59	3	53	75	66	46	1	24	4	0	0	8	27	77	65	61	43	20	3	43	62	39	33	1	0	0	0	59	61	66	12	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_1023	11	15	11	8	44	31	68	28	16	9	35	2	6	5	54	9	5	147	25	38	7	10	14	6	1	15	17	38	16	54	10	28	78	51	3	36	59	23	79	16	33	45	16	26	64	4	15	26	8	10	47	7	24	29	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;
ASV_2084	8	4	36	64	14	9	15	20	28	76	115	2	17	5	7	29	61	118	93	11	4	6	3	13	5	36	37	3	4	35	41	27	14	14	17	23	19	5	132	80	46	12	179	217	29	59	34	74	11	28	8	28	16	19	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;
ASV_6561	0	0	0	4	5	1	3	1	11	3	5	33	13	0	25	4	1	2	8	12	10	26	5	6	19	16	32	14	11	29	11	4	8	4	2	4	2	2	4	3	2	6	83	8	8	5	6	27	17	0	55	114	53	89	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_11135	1	9	154	25	54	99	4	5	1	2	60	0	0	0	9	0	0	60	2	0	3	1	0	0	0	0	0	0	0	0	0	0	17	13	23	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides;
ASV_2739	1	22	0	31	2	0	75	21	65	21	5	0	0	2	8	0	27	0	124	142	21	47	33	25	24	36	47	45	28	64	17	34	28	63	98	69	32	16	70	46	64	65	41	14	45	24	23	21	40	33	25	50	26	68	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;;
ASV_5727	0	0	0	0	0	0	12	0	6	2	8	5	23	24	18	40	44	0	19	51	10	8	3	79	2	51	31	6	18	2	0	0	20	1	3	0	0	0	17	21	0	10	0	36	0	19	0	11	66	65	61	23	110	22	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_2577	0	2	0	3	0	1	1	3	3	1	0	0	0	0	18	3	55	3	12	104	10	9	19	31	7	11	7	12	3	4	18	2	4	46	12	2	4	3	11	97	10	2	115	28	8	5	18	18	13	8	8	12	14	25	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_10889	2	0	2	13	0	0	0	1	2	37	1	0	0	16	1	0	1	1	20	188	2	0	0	34	0	0	1	2	13	32	4	4	23	0	2	3	1	0	4	19	10	2	6	5	0	9	0	0	0	0	0	0	2	3	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Flavonifractor;
ASV_1377	2	12	8	5	40	38	28	16	9	7	21	5	6	6	37	4	5	126	25	35	7	1	13	10	2	7	22	27	15	39	8	25	52	52	2	40	57	24	83	2	37	55	13	20	47	5	20	30	10	14	28	16	34	26	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;
ASV_13665	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	25	254	1	8	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_13562	6	25	0	19	0	2	1	3	0	1	5	18	5	0	0	0	0	2	1	2	3	0	0	0	0	2	6	1	0	8	1	2	10	5	0	0	2	3	2	0	9	11	0	0	6	1	2	7	0	0	0	2	2	3	Bacteria;Firmicutes;;;;;
ASV_1805	1	1	1	5	4	4	10	18	6	5	11	9	1	4	21	2	5	25	16	57	5	4	13	30	17	3	26	19	22	8	20	34	29	16	16	19	25	16	26	48	53	77	4	1	13	27	8	3	24	75	91	38	35	45	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Butyricicoccus;
